Frase;Dialecto;Lugar;Verbo
ekaitza zoon eta ohetik ortzantz entzuten zien;Nafar-Lapurtarra;Gamarte;True
ekaitza zoon eta ohetik ihurtzuri entzuten zien;Nafar-Lapurtarra;Gamarte;True
ekaitza eon san eta ohetik truboi entzuten sien;Mendebaldekoa;Gamiz-Fika;True
ekaitza zen eta ohetik ortzantz entzuten zien;Nafar-Lapurtarra;Garrüze;True
ekaitza zeon eta ohetik trumoe entzuten zian;Erdialdekoa;Getaria;True
ekaitza egon san eta ohetik truboi entzuten sirean;Mendebaldekoa;Getxo;True
ekaitza egon san eta ohetik trumo entzuten siren;Mendebaldekoa;Gizaburuaga;True
ekaitza zoon eta ohetik trumoi entzuten tzian;Nafarra;Goizueta;True
ekaitza zoon eta ohetik ortzi entzuten tziin;Nafar-Lapurtarra;Hazparne;True
ekaitza zoon eta ohetik ihurtzuri entzuten tziin;Nafar-Lapurtarra;Hazparne;True
ekaitza zegoen eta ohetik ihurtzuri entzuten ziren;Nafar-Lapurtarra;Hendaia;True
ekaitza zagon eta ohetik trumoi entzuten siren;Erdialdekoa;Hondarribia;True
ekaitza ego san eta ohetik trumoe entzuten sien;Mendebaldekoa;Ibarruri (Muxika);True
ekaitza zeon eta ohetik ortots entzuten zeen;Nafarra;Igoa;True
ekaitza zegon eta ohetik trumoi entzuten zien;Erdialdekoa;Ikaztegieta;True
ekaitza zagon eta ohetik ortzantz entzuten ziren;Nafar-Lapurtarra;Irisarri;True
ekaitza zagon eta ohetik ortzi entzuten ziren;Nafar-Lapurtarra;Irisarri;True
ekaitza zagon eta ohetik ortzi entzuten ziren;Nafar-Lapurtarra;Itsasu;True
ekaitza zagon eta ohetik ihurtzuri entzuten ziren;Nafar-Lapurtarra;Itsasu;True
ekaitza zagon eta ohetik karraska entzuten ziren;Nafar-Lapurtarra;Itsasu;True
ekaitza zagon eta ohetik ortzi entzuten zin;Nafar-Lapurtarra;Izturitze;True
ekaitza zeon eta ohetik odei entzuten ziren;Nafarra;Jaurrieta;True
ekaitza zen eta ohetik ortzantz entzuten ziren;Nafar-Lapurtarra;Jutsi;True
ekaitza egon san eta ohetik trumo entzuten sien;Mendebaldekoa;Kortezubi;True
ekaitza zagon eta ohetik ortzantz entzuten ziren;Nafar-Lapurtarra;Landibarre;True
ekaitza egon san eta ohetik odei entzuten siren;Mendebaldekoa;Larrabetzu;True
ekaitza ziagon eta ohetik ühülgü entzuten ziren;Zuberotarra;Larraine;True
ekaitza ziagon eta ohetik dünda entzuten ziren;Zuberotarra;Larraine;True
ekaitza ziagon eta ohetik dünda entzuten ziren;Zuberotarra;Larraine;True
ekaitza zola eta ohetik ortzantz entzuten zien;Nafar-Lapurtarra;Larzabale;True
ekaitza zola eta ohetik itxasorrua entzuten zien;Nafar-Lapurtarra;Larzabale;True
ekaitza zola eta ohetik ortzi entzuten zien;Nafar-Lapurtarra;Larzabale;True
ekaitza zola eta ohetik dünda entzuten zien;Nafar-Lapurtarra;Larzabale;True
ekaitza egon san eta ohetik truboi entzuten siren;Mendebaldekoa;Laukiz;True
ekaitza zeon eta ohetik turmoi entzuten zien;Erdialdekoa;Legazpi;True
ekaitza eguen eta ohetik trumoi entzuten sien;Mendebaldekoa;Leintz Gatzaga;True
ekaitza eguen eta ohetik justuri entzuten sien;Mendebaldekoa;Leintz Gatzaga;True
ekaitza egon da eta ohetik truboi entzuten sien;Mendebaldekoa;Leioa;True
ekaitza zegoan eta ohetik turmoi entzuten zien;Nafarra;Leitza;True
ekaitza zagon eta ohetik ortots entzuten ziren;Nafarra;Lekaroz;True
ekaitza eguan eta ohetik trumo entzuten sirin;Mendebaldekoa;Lekeitio;True
ekaitza egon san eta ohetik odei entzuten sian;Mendebaldekoa;Lemoa;True
ekaitza egon san eta ohetik trumoi entzuten sian;Mendebaldekoa;Lemoa;True
ekaitza egon san eta ohetik truboi entzuten siren;Mendebaldekoa;Lemoiz;True
ekaitza zen eta ohetik ortzantz entzuten ziren;Nafarra;Luzaide / Valcarlos;True
ekaitza zen eta ohetik ihurtzuri entzuten ziren;Nafarra;Luzaide / Valcarlos;True
ekaitza zagon eta ohetik ortzi entzuten ziren;Nafar-Lapurtarra;Makea;True
ekaitza egon san eta ohetik trumo entzuten sien;Mendebaldekoa;Mañaria;True
ekaitza egon san eta ohetik trumoi entzuten sien;Mendebaldekoa;Mañaria;True
ekaitza seguan eta ohetik trumoe entzuten sian;Mendebaldekoa;Mendaro;True
ekaitza egon san eta ohetik truboi entzuten siren;Mendebaldekoa;Mendata;True
ekaitza zian eta ohetik ühülgü entzuten zien;Zuberotarra;Montori;True
ekaitza zian eta ohetik dünda entzuten zien;Zuberotarra;Montori;True
ekaitza zian eta ohetik burrúmba entzuten zien;Zuberotarra;Montori;True
ekaitza zen eta ohetik ortzi entzuten zien;Nafar-Lapurtarra;Mugerre;True
ekaitza egon san eta ohetik truboi entzuten siren;Mendebaldekoa;Mungia;True
ekaitza zeon eta ohetik ostots entzuten zen;Nafarra;Oderitz;True
ekaitza tzegon eta ohetik trumoi entzuten ziran;Erdialdekoa;Oiartzun;True
ekaitza eguen eta ohetik justuri entzuten sian;Mendebaldekoa;Oñati;True
ekaitza eguen eta ohetik trumoe entzuten sian;Mendebaldekoa;Oñati;True
ekaitza egoan eta ohetik trumoi entzuten sien;Mendebaldekoa;Ondarroa;True
ekaitza zegoen eta ohetik turmoi entzuten ziran;Erdialdekoa;Orexa;True
ekaitza tzeon eta ohetik trumoi entzuten zian;Erdialdekoa;Orio;True
ekaitza egoan eta ohetik trumoi entzuten siran;Mendebaldekoa;Orozko;True
ekaitza egoan eta ohetik justuri entzuten siran;Mendebaldekoa;Orozko;True
ekaitza egoan eta ohetik odei entzuten siran;Mendebaldekoa;Orozko;True
ekaitza egon san eta ohetik trumoi entzuten sien;Mendebaldekoa;Otxandio;True
ekaitza egon san eta ohetik odei entzuten sien;Mendebaldekoa;Otxandio;True
ekaitza zen eta ohetik ortzantz entzuten zien;Zuberotarra;Pagola;True
ekaitza zen eta ohetik dünda entzuten zien;Zuberotarra;Pagola;True
ekaitza zeon eta ohetik turmoi entzuten zian;Erdialdekoa;Pasaia;True
ekaitza zegoen eta ohetik ihurtzuri entzuten zin;Zuberotarra;Santa Grazi;True
ekaitza zegoen eta ohetik dünda entzuten zin;Zuberotarra;Santa Grazi;True
ekaitza zen eta ohetik kalerna entzuten zien;Nafar-Lapurtarra;Sara;True
ekaitza zen eta ohetik iaurtzuri entzuten zien;Nafar-Lapurtarra;Sara;True
ekaitza zen eta ohetik iaurtzuri entzuten zien;Nafar-Lapurtarra;Sara;True
ekaitza zaun eta ohetik ihurtzuri entzuten zien;Nafar-Lapurtarra;Senpere;True
ekaitza züzün eta ohetik dünda entzuten zien;Zuberotarra;Sohüta;True
ekaitza züzün eta ohetik ühülgü entzuten zien;Zuberotarra;Sohüta;True
ekaitza egon san eta ohetik truboi entzuten siren;Mendebaldekoa;Sondika;True
ekaitza zegon eta ohetik ortots entzuten ziren;Nafarra;Suarbe;True
ekaitza zagon eta ohetik ortots entzuten zeren;Nafarra;Sunbilla;True
ekaitza zeon eta ohetik trumoi entzuten zian;Erdialdekoa;Tolosa;True
ekaitza zoon eta ohetik ortzantz entzuten zien;Nafar-Lapurtarra;Uharte Garazi;True
ekaitza zoon eta ohetik ihurtzuri entzuten zien;Nafar-Lapurtarra;Uharte Garazi;True
ekaitza zoon eta ohetik justuri entzuten zian;Nafarra;Urdiain;True
ekaitza zegoen eta ohetik ühülgü entzuten zien;Zuberotarra;Urdiñarbe;True
ekaitza zegoen eta ohetik dünda entzuten zien;Zuberotarra;Urdiñarbe;True
ekaitza zegoen eta ohetik ortzantz entzuten zien;Zuberotarra;Urdiñarbe;True
ekaitza zegoen eta ohetik ortzi entzuten zien;Nafar-Lapurtarra;Urketa;True
ekaitza zeon eta ohetik trumoi entzuten zian;Erdialdekoa;Urretxu;True
ekaitza zeon eta ohetik odei entzuten zian;Erdialdekoa;Urretxu;True
ekaitza zegoen eta ohetik dünda entzuten zien;Zuberotarra;Ürrüstoi;True
ekaitza egoki zen eta ohetik ortzi entzuten zien;Nafar-Lapurtarra;Uztaritze;True
ekaitza egon san eta ohetik odei entzuten siren;Mendebaldekoa;Zaratamo;True
ekaitza egoan eta ohetik odei entzuten sirean;Mendebaldekoa;Zeanuri;True
ekaitza egoan eta ohetik odei entzuten sirean;Mendebaldekoa;Zeanuri;True
ekaitza egon san eta ohetik odei entzuten sirean;Mendebaldekoa;Zeberio;True
ekaitza egon san eta ohetik truboi entzuten sirean;Mendebaldekoa;Zeberio;True
ekaitza zeon eta ohetik odei entzuten zien;Erdialdekoa;Zegama;True
ekaitza zeon eta ohetik trumoi entzuten zien;Erdialdekoa;Zegama;True
ekaitza zagon eta ohetik ortots entzuten ziren;Nafarra;Zilbeti;True
ekaitza egon san eta ohetik trumoe entzuten sien;Mendebaldekoa;Zornotza;True
ekaitza tzeon eta ohetik ortots entzuten tzien;Nafarra;Zugarramurdi;True
ihurtzuri infragorriak;Nafar-Lapurtarra;Ahetze;False
airegaixto infragorriak;Nafar-Lapurtarra;Ahetze;False
tximista infragorriak;Erdialdekoa;Aia;False
airegaixto infragorriak;Nafar-Lapurtarra;Aldude;False
airegaixto infragorriak;Nafarra;Alkotz;False
ühülgü infragorriak;Zuberotarra;Altzai;False
ühülgü infragorriak;Zuberotarra;Altzai;False
iñhazi infragorriak;Zuberotarra;Altzürükü;False
airegaixto infragorriak;Zuberotarra;Altzürükü;False
oñazkar infragorriak;Erdialdekoa;Amezketa;False
tximista infragorriak;Erdialdekoa;Amezketa;False
tximista infragorriak;Erdialdekoa;Andoain;False
airegaixto infragorriak;Nafarra;Aniz;False
oñestarri infragorriak;Mendebaldekoa;Aramaio;False
oñestarri infragorriak;Mendebaldekoa;Araotz (Oñati);False
oinaztura infragorriak;Nafarra;Arbizu;False
airegaixto infragorriak;Nafar-Lapurtarra;Armendaritze;False
ortzi infragorriak;Nafar-Lapurtarra;Armendaritze;False
airegaixto infragorriak;Nafar-Lapurtarra;Arnegi;False
ortzi infragorriak;Nafar-Lapurtarra;Arrangoitze;False
airegaixto infragorriak;Nafar-Lapurtarra;Arrangoitze;False
oñestarri infragorriak;Mendebaldekoa;Arrasate;False
oñestarri infragorriak;Mendebaldekoa;Arrazola (Atxondo);False
iñestu infragorriak;Mendebaldekoa;Arrieta;False
ihurtzuri infragorriak;Nafar-Lapurtarra;Arrueta;False
tximista infragorriak;Erdialdekoa;Asteasu;False
tximista infragorriak;Erdialdekoa;Ataun;False
airegaixto infragorriak;Erdialdekoa;Ataun;False
oñazkar infragorriak;Erdialdekoa;Ataun;False
ximista infragorriak;Nafar-Lapurtarra;Azkaine;False
airegaixto infragorriak;Nafar-Lapurtarra;Azkaine;False
oñestarri infragorriak;Erdialdekoa;Azkoitia;False
tximista infragorriak;Erdialdekoa;Azpeitia;False
airegaixto infragorriak;Nafar-Lapurtarra;Baigorri;False
yusturi infragorriak;Mendebaldekoa;Bakio;False
dünda infragorriak;Zuberotarra;Barkoxe;False
dünda infragorriak;Zuberotarra;Barkoxe;False
ximista infragorriak;Nafar-Lapurtarra;Bastida;False
oñazkar infragorriak;Erdialdekoa;Beasain;False
tximista infragorriak;Erdialdekoa;Beasain;False
airegaixto infragorriak;Nafar-Lapurtarra;Behorlegi;False
oñazkar infragorriak;Erdialdekoa;Beizama;False
oñestarri infragorriak;Mendebaldekoa;Bergara;False
yusturi infragorriak;Mendebaldekoa;Bermeo;False
oñestarri infragorriak;Mendebaldekoa;Berriz;False
oinaztura infragorriak;Nafarra;Beruete;False
tximista infragorriak;Nafarra;Beruete;False
ortzi infragorriak;Nafar-Lapurtarra;Beskoitze;False
airegaixto infragorriak;Nafar-Lapurtarra;Bidarrai;False
iñestu infragorriak;Mendebaldekoa;Busturia;False
tximista infragorriak;Mendebaldekoa;Deba;False
inixitu infragorriak;Mendebaldekoa;Dima;False
dünda infragorriak;Zuberotarra;Domintxaine;False
ximista infragorriak;Zuberotarra;Domintxaine;False
airegaixto infragorriak;Nafarra;Donamaria;False
ximista infragorriak;Nafar-Lapurtarra;Donibane Lohizune;False
oinaztura infragorriak;Nafarra;Dorrao / Torrano;False
tximista infragorriak;Mendebaldekoa;Elantxobe;False
oñestu infragorriak;Mendebaldekoa;Elantxobe;False
tximista infragorriak;Erdialdekoa;Elduain;False
oñestarri infragorriak;Mendebaldekoa;Elgoibar;False
oñestarri infragorriak;Mendebaldekoa;Elorrio;False
tximista infragorriak;Erdialdekoa;Errezil;False
oñestarri infragorriak;Mendebaldekoa;Errigoiti;False
dünda infragorriak;Zuberotarra;Eskiula;False
zimizta infragorriak;Nafarra;Etxalar;False
airegaixto infragorriak;Nafarra;Etxaleku;False
tximista infragorriak;Nafarra;Etxarri (Larraun);False
oinaztura infragorriak;Nafarra;Etxarri (Larraun);False
airegaixto infragorriak;Nafarra;Eugi;False
tximista infragorriak;Erdialdekoa;Ezkio-Itsaso;False
tximista infragorriak;Nafarra;Ezkurra;False
ihurtzuri infragorriak;Nafar-Lapurtarra;Ezterenzubi;False
airegaixto infragorriak;Nafar-Lapurtarra;Ezterenzubi;False
tximista infragorriak;Nafarra;Gaintza;False
ortzantz infragorriak;Nafar-Lapurtarra;Gamarte;False
airegaixto infragorriak;Nafar-Lapurtarra;Gamarte;False
iñestu infragorriak;Mendebaldekoa;Gamiz-Fika;False
oñestu infragorriak;Mendebaldekoa;Gamiz-Fika;False
yusturi infragorriak;Mendebaldekoa;Gamiz-Fika;False
airegaixto infragorriak;Nafar-Lapurtarra;Garrüze;False
tximista infragorriak;Erdialdekoa;Getaria;False
yusturi infragorriak;Mendebaldekoa;Getxo;False
oñestarri infragorriak;Mendebaldekoa;Gizaburuaga;False
tximista infragorriak;Nafarra;Goizueta;False
ortzi infragorriak;Nafar-Lapurtarra;Hazparne;False
airegaixto infragorriak;Nafar-Lapurtarra;Hazparne;False
ximista infragorriak;Nafar-Lapurtarra;Hendaia;False
tximista infragorriak;Erdialdekoa;Hondarribia;False
oñestarri infragorriak;Mendebaldekoa;Ibarruri (Muxika);False
tximista infragorriak;Nafarra;Igoa;False
oñazkar infragorriak;Erdialdekoa;Ikaztegieta;False
ortzantz infragorriak;Nafar-Lapurtarra;Irisarri;False
airegaixto infragorriak;Nafar-Lapurtarra;Irisarri;False
ortzi infragorriak;Nafar-Lapurtarra;Irisarri;False
zimizta infragorriak;Nafar-Lapurtarra;Itsasu;False
airegaixto infragorriak;Nafar-Lapurtarra;Itsasu;False
ortzi infragorriak;Nafar-Lapurtarra;Izturitze;False
airegaixto infragorriak;Nafar-Lapurtarra;Izturitze;False
arrayo infragorriak;Nafarra;Jaurrieta;False
tximista infragorriak;Nafarra;Jaurrieta;False
ximista infragorriak;Nafar-Lapurtarra;Jutsi;False
airegaixto infragorriak;Nafar-Lapurtarra;Jutsi;False
oñestarri infragorriak;Mendebaldekoa;Kortezubi;False
ortzantz infragorriak;Nafar-Lapurtarra;Landibarre;False
airegaixto infragorriak;Nafar-Lapurtarra;Landibarre;False
truboi infragorriak;Mendebaldekoa;Larrabetzu;False
iñhazi infragorriak;Zuberotarra;Larraine;False
airegaixto infragorriak;Nafar-Lapurtarra;Larzabale;False
ortzantz infragorriak;Nafar-Lapurtarra;Larzabale;False
yusturi infragorriak;Mendebaldekoa;Laukiz;False
oñazkar infragorriak;Erdialdekoa;Legazpi;False
iñestu infragorriak;Mendebaldekoa;Leintz Gatzaga;False
yusturi infragorriak;Mendebaldekoa;Leioa;False
tximista infragorriak;Nafarra;Leitza;False
airegaixto infragorriak;Nafarra;Lekaroz;False
tximista infragorriak;Mendebaldekoa;Lekeitio;False
inixitu infragorriak;Mendebaldekoa;Lemoa;False
yusturi infragorriak;Mendebaldekoa;Lemoiz;False
airegaixto infragorriak;Nafarra;Luzaide / Valcarlos;False
ortzi infragorriak;Nafar-Lapurtarra;Makea;False
airegaixto infragorriak;Nafar-Lapurtarra;Makea;False
oñestu infragorriak;Mendebaldekoa;Mañaria;False
oñestarri infragorriak;Mendebaldekoa;Mendaro;False
oñestu infragorriak;Mendebaldekoa;Mendaro;False
oñestu infragorriak;Mendebaldekoa;Mendata;False
oñestarri infragorriak;Mendebaldekoa;Mendata;False
dünda infragorriak;Zuberotarra;Montori;False
ühülgü infragorriak;Zuberotarra;Montori;False
iñhazi infragorriak;Zuberotarra;Montori;False
ühülgü infragorriak;Zuberotarra;Montori;False
ortzi infragorriak;Nafar-Lapurtarra;Mugerre;False
iñestu infragorriak;Mendebaldekoa;Mungia;False
oinaztura infragorriak;Nafarra;Oderitz;False
tximista infragorriak;Erdialdekoa;Oiartzun;False
oñestarri infragorriak;Mendebaldekoa;Oñati;False
tximista infragorriak;Mendebaldekoa;Ondarroa;False
tximista infragorriak;Erdialdekoa;Orexa;False
tximista infragorriak;Erdialdekoa;Orio;False
inixitu infragorriak;Mendebaldekoa;Orozko;False
ximista infragorriak;Mendebaldekoa;Orozko;False
arrayo infragorriak;Mendebaldekoa;Orozko;False
oñestarri infragorriak;Mendebaldekoa;Otxandio;False
ximista infragorriak;Zuberotarra;Pagola;False
tximista infragorriak;Erdialdekoa;Pasaia;False
ihurtzuri infragorriak;Zuberotarra;Santa Grazi;False
iñhazi infragorriak;Zuberotarra;Santa Grazi;False
airegaixto infragorriak;Nafar-Lapurtarra;Sara;False
ximista infragorriak;Nafar-Lapurtarra;Sara;False
ximista infragorriak;Nafar-Lapurtarra;Senpere;False
dünda infragorriak;Zuberotarra;Sohüta;False
yusturi infragorriak;Mendebaldekoa;Sondika;False
tximista infragorriak;Nafarra;Suarbe;False
airegaixto infragorriak;Nafarra;Suarbe;False
airegaixto infragorriak;Nafarra;Sunbilla;False
tximista infragorriak;Erdialdekoa;Tolosa;False
airegaixto infragorriak;Nafar-Lapurtarra;Uharte Garazi;False
oinaztura infragorriak;Nafarra;Urdiain;False
ühülgü infragorriak;Zuberotarra;Urdiñarbe;False
dünda infragorriak;Zuberotarra;Urdiñarbe;False
ortzi infragorriak;Nafar-Lapurtarra;Urketa;False
airegaixto infragorriak;Nafar-Lapurtarra;Urketa;False
oñestarri infragorriak;Erdialdekoa;Urretxu;False
dünda infragorriak;Zuberotarra;Ürrüstoi;False
ortzi infragorriak;Nafar-Lapurtarra;Uztaritze;False
oñesitu infragorriak;Mendebaldekoa;Zaratamo;False
oñesitu infragorriak;Mendebaldekoa;Zeanuri;False
arrayo infragorriak;Mendebaldekoa;Zeanuri;False
inixitu infragorriak;Mendebaldekoa;Zeberio;False
oñazkar infragorriak;Erdialdekoa;Zegama;False
airegaixto infragorriak;Nafarra;Zilbeti;False
oñestarri infragorriak;Mendebaldekoa;Zornotza;False
zimizta infragorriak;Nafarra;Zugarramurdi;False
bere aitorpenekin galerna politikoa harrotu du;Nafar-Lapurtarra;Ahetze;True
bere aitorpenekin erauntsi politikoa harrotu du;Erdialdekoa;Aia;True
bere aitorpenekin embata politikoa harrotu du;Erdialdekoa;Aia;True
bere aitorpenekin eraso politikoa harrotu du;Erdialdekoa;Aia;True
bere aitorpenekin ortzantz politikoa harrotu du;Nafar-Lapurtarra;Aldude;True
bere aitorpenekin tempesta politikoa harrotu dü;Zuberotarra;Altzai;True
bere aitorpenekin tempesta politikoa harrotu dü;Zuberotarra;Altzürükü;True
bere aitorpenekin erauntsi politikoa harrotu du;Erdialdekoa;Amezketa;True
bere aitorpenekin tempesta politikoa harrotu du;Erdialdekoa;Andoain;True
bere aitorpenekin zaldizkoak politikoa harrotu du;Nafarra;Aniz;True
bere aitorpenekin odei politikoa harrotu dau;Mendebaldekoa;Aramaio;True
bere aitorpenekin odei politikoa harrotu dau;Mendebaldekoa;Araotz (Oñati);True
bere aitorpenekin tormenta politikoa harrotu du;Nafarra;Arbizu;True
bere aitorpenekin ortzi politikoa harrotu du;Nafar-Lapurtarra;Armendaritze;True
bere aitorpenekin ortzantz politikoa harrotu du;Nafar-Lapurtarra;Arnegi;True
bere aitorpenekin ihurtzuri politikoa harrotu du;Nafar-Lapurtarra;Arnegi;True
bere aitorpenekin galerna politikoa harrotu du;Nafar-Lapurtarra;Arrangoitze;True
bere aitorpenekin euri politikoa harrotu dau;Mendebaldekoa;Arrasate;True
bere aitorpenekin odei politikoa harrotu dau;Mendebaldekoa;Arrasate;True
bere aitorpenekin trumoi-saparrada politikoa harrotu dau;Mendebaldekoa;Arrazola (Atxondo);True
bere aitorpenekin demporale politikoa harrotu deu;Mendebaldekoa;Arrieta;True
bere aitorpenekin odei politikoa harrotu dü;Nafar-Lapurtarra;Arrueta;True
bere aitorpenekin galerna politikoa harrotu dü;Nafar-Lapurtarra;Arrueta;True
bere aitorpenekin erauntsi politikoa harrotu du;Erdialdekoa;Asteasu;True
bere aitorpenekin eraso politikoa harrotu do;Erdialdekoa;Ataun;True
bere aitorpenekin kalerna politikoa harrotu du;Nafar-Lapurtarra;Azkaine;True
bere aitorpenekin karraska politikoa harrotu du;Nafar-Lapurtarra;Azkaine;True
bere aitorpenekin ostizaparra politikoa harrotu du;Erdialdekoa;Azkoitia;True
bere aitorpenekin saparrada politikoa harrotu du;Erdialdekoa;Azpeitia;True
bere aitorpenekin ortzantz politikoa harrotu du;Nafar-Lapurtarra;Baigorri;True
bere aitorpenekin ortzi politikoa harrotu du;Nafar-Lapurtarra;Baigorri;True
bere aitorpenekin truboisaparrada politikoa harrotu deu;Mendebaldekoa;Bakio;True
bere aitorpenekin adarraire politikoa harrotu du;Nafar-Lapurtarra;Bardoze;True
bere aitorpenekin tempesta politikoa harrotu dü;Zuberotarra;Barkoxe;True
bere aitorpenekin ortzi politikoa harrotu du;Nafar-Lapurtarra;Bastida;True
bere aitorpenekin ortzantz politikoa harrotu du;Nafar-Lapurtarra;Bastida;True
bere aitorpenekin trumoi-saparrada politikoa harrotu do;Erdialdekoa;Beasain;True
bere aitorpenekin ortzantz politikoa harrotu du;Nafar-Lapurtarra;Behorlegi;True
bere aitorpenekin galerna politikoa harrotu du;Nafar-Lapurtarra;Behorlegi;True
bere aitorpenekin erauntsi politikoa harrotu du;Erdialdekoa;Beizama;True
bere aitorpenekin odei politikoa harrotu dau;Mendebaldekoa;Bergara;True
bere aitorpenekin odei politikoa harrotu dau;Mendebaldekoa;Bergara;True
bere aitorpenekin truboisaparrada politikoa harrotu dau;Mendebaldekoa;Bermeo;True
bere aitorpenekin trumoi-saparrada politikoa harrotu dau;Mendebaldekoa;Berriz;True
bere aitorpenekin erauntsi politikoa harrotu do;Nafarra;Beruete;True
bere aitorpenekin ortzi politikoa harrotu du;Nafar-Lapurtarra;Beskoitze;True
bere aitorpenekin ortotseauntsi politikoa harrotu du;Nafar-Lapurtarra;Bidarrai;True
bere aitorpenekin tormenta politikoa harrotu deu;Mendebaldekoa;Busturia;True
bere aitorpenekin saparrada politikoa harrotu du;Mendebaldekoa;Deba;True
bere aitorpenekin galerna politikoa harrotu du;Mendebaldekoa;Deba;True
bere aitorpenekin demporale politikoa harrotu dau;Mendebaldekoa;Dima;True
bere aitorpenekin ekaitz politikoa harrotu dau;Mendebaldekoa;Dima;True
bere aitorpenekin euri politikoa harrotu dau;Mendebaldekoa;Dima;True
bere aitorpenekin tempesta politikoa harrotu dü;Zuberotarra;Domintxaine;True
bere aitorpenekin trumoi-saparrada politikoa harrotu du;Nafarra;Donamaria;True
bere aitorpenekin galerna politikoa harrotu du;Nafar-Lapurtarra;Donibane Lohizune;True
bere aitorpenekin embata politikoa harrotu du;Nafar-Lapurtarra;Donibane Lohizune;True
bere aitorpenekin bullarta politikoa harrotu du;Nafar-Lapurtarra;Donibane Lohizune;True
bere aitorpenekin odei politikoa harrotu do;Nafarra;Dorrao / Torrano;True
bere aitorpenekin trumoi-saparrada politikoa harrotu deu;Mendebaldekoa;Elantxobe;True
bere aitorpenekin ekaitz politikoa harrotu du;Erdialdekoa;Elduain;True
bere aitorpenekin trumoi-saparrada politikoa harrotu du;Erdialdekoa;Elduain;True
bere aitorpenekin trumoi-saparrada politikoa harrotu deu;Mendebaldekoa;Elgoibar;True
bere aitorpenekin odei politikoa harrotu dau;Mendebaldekoa;Elorrio;True
bere aitorpenekin ekaitz politikoa harrotu du;Erdialdekoa;Errezil;True
bere aitorpenekin truboisaparrada politikoa harrotu dau;Mendebaldekoa;Errigoiti;True
bere aitorpenekin ekaitz politikoa harrotu dau;Mendebaldekoa;Errigoiti;True
bere aitorpenekin tempesta politikoa harrotu dü;Zuberotarra;Eskiula;True
bere aitorpenekin galerna politikoa harrotu do;Nafarra;Etxalar;True
bere aitorpenekin kalerna politikoa harrotu do;Nafarra;Etxalar;True
bere aitorpenekin ortotseauntsi politikoa harrotu du;Nafarra;Etxaleku;True
bere aitorpenekin ortotseauntsi politikoa harrotu do;Nafarra;Etxarri (Larraun);True
bere aitorpenekin ortotseauntsi politikoa harrotu du;Nafarra;Eugi;True
bere aitorpenekin saparrada politikoa harrotu do;Erdialdekoa;Ezkio-Itsaso;True
bere aitorpenekin eraso politikoa harrotu do;Erdialdekoa;Ezkio-Itsaso;True
bere aitorpenekin erauntsi politikoa harrotu do;Nafarra;Ezkurra;True
bere aitorpenekin ortzantz politikoa harrotu du;Nafar-Lapurtarra;Ezterenzubi;True
bere aitorpenekin eraso politikoa harrotu do;Nafarra;Gaintza;True
bere aitorpenekin erauntsi politikoa harrotu do;Nafarra;Gaintza;True
bere aitorpenekin airegaizto politikoa harrotu du;Nafar-Lapurtarra;Gamarte;True
bere aitorpenekin truboisaparrada politikoa harrotu deu;Mendebaldekoa;Gamiz-Fika;True
bere aitorpenekin ortzantz politikoa harrotu du;Nafar-Lapurtarra;Garrüze;True
bere aitorpenekin odei politikoa harrotu du;Nafar-Lapurtarra;Garrüze;True
bere aitorpenekin trumoi-saparrada politikoa harrotu du;Erdialdekoa;Getaria;True
bere aitorpenekin euri politikoa harrotu dau;Mendebaldekoa;Getxo;True
bere aitorpenekin saparrada politikoa harrotu dau;Mendebaldekoa;Getxo;True
bere aitorpenekin saparrada politikoa harrotu dau;Mendebaldekoa;Gizaburuaga;True
bere aitorpenekin tormenta politikoa harrotu du;Nafarra;Goizueta;True
bere aitorpenekin demporale politikoa harrotu du;Nafarra;Goizueta;True
bere aitorpenekin odei politikoa harrotu du;Nafar-Lapurtarra;Hazparne;True
bere aitorpenekin kalerna politikoa harrotu du;Nafar-Lapurtarra;Hazparne;True
bere aitorpenekin kalerna politikoa harrotu du;Nafar-Lapurtarra;Hendaia;True
bere aitorpenekin embata politikoa harrotu du;Nafar-Lapurtarra;Hendaia;True
bere aitorpenekin trumoi-saparrada politikoa harrotu du;Erdialdekoa;Hondarribia;True
bere aitorpenekin saparrada politikoa harrotu deu;Mendebaldekoa;Ibarruri (Muxika);True
bere aitorpenekin ortotseauntsi politikoa harrotu do;Nafarra;Igoa;True
bere aitorpenekin trumoi-saparrada politikoa harrotu du;Erdialdekoa;Ikaztegieta;True
bere aitorpenekin ortzantz politikoa harrotu du;Nafar-Lapurtarra;Irisarri;True
bere aitorpenekin kalerna politikoa harrotu du;Nafar-Lapurtarra;Itsasu;True
bere aitorpenekin ortzi politikoa harrotu du;Nafar-Lapurtarra;Izturitze;True
bere aitorpenekin odei politikoa harrotu du;Nafar-Lapurtarra;Izturitze;True
bere aitorpenekin tormenta politikoa harrotu du;Nafarra;Jaurrieta;True
bere aitorpenekin erauntsi politikoa harrotu du;Nafar-Lapurtarra;Jutsi;True
bere aitorpenekin trumoi-saparrada politikoa harrotu deu;Mendebaldekoa;Kortezubi;True
bere aitorpenekin erauntsi politikoa harrotu du;Nafar-Lapurtarra;Landibarre;True
bere aitorpenekin truboisaparrada politikoa harrotu deu;Mendebaldekoa;Larrabetzu;True
