;Index;Tema;Pregunta;Lugar;Lema;Respuesta;Respuesta(Fon);Provincia;Dialectos;PalabraBase
187683;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Santa Grazi;gathín;gathín;;Zuberoa;Zuberotarra;
187684;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Sara;gatuen;gatuén;;Lapurdi;Nafar-Lapurtarra;
187685;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Senpere;saguin;sagúin;;Lapurdi;Nafar-Lapurtarra;
187686;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Sohüta;gathüen;gáthüen;;Zuberoa;Zuberotarra;
187687;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Sondika;saguen;saguén;;Bizkaia;Mendebaldekoa;
187688;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Suarbe;katun;katún;;Nafarroa;Nafarra;
187689;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Suarbe;katuena;katúena;;Nafarroa;Nafarra;
187690;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Suarbe;sagun;sagún;;Nafarroa;Nafarra;
187691;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Suarbe;sagun;sagún;;Nafarroa;Nafarra;
187692;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Sunbilla;katuna;katúnak;;Nafarroa;Nafarra;
187693;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Tolosa;katun;kátún;;Gipuzkoa;Erdialdekoa;
187694;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Uharte Garazi;gatuin;gatúin;;NafarroaBehera;Nafar-Lapurtarra;
187695;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Urdiain;katuen;kátuen;;Nafarroa;Nafarra;
187696;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Urdiñarbe;gathün;gath´ün;;Zuberoa;Zuberotarra;
187697;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Urketa;gathuien;gathúien;;Lapurdi;Nafar-Lapurtarra;
187698;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Urretxu;katun;katún;;Gipuzkoa;Erdialdekoa;
187699;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Ürrüstoi;gathien;gathién;;Zuberoa;Zuberotarra;
187700;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Ürrüstoi;sagien;sagién;;Zuberoa;Zuberotarra;
187701;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Uztaritze;gaturen;gatúren;;Lapurdi;Nafar-Lapurtarra;
187702;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Zaratamo;sagun;sagún;;Bizkaia;Mendebaldekoa;
187703;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Zeanuri;katuén;katuém;;Bizkaia;Mendebaldekoa;
187704;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Zeanuri;katum;katúm;;Bizkaia;Mendebaldekoa;
187705;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Zeanuri;sagun;sagún;;Bizkaia;Mendebaldekoa;
187706;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Zeanuri;katuen;katuén;;Bizkaia;Mendebaldekoa;
187707;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Zeberio;katuen;katuén;;Bizkaia;Mendebaldekoa;
187708;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Zegama;katun;katún;;Gipuzkoa;Erdialdekoa;
187709;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Zegama;xagun;xagún;;Gipuzkoa;Erdialdekoa;
187710;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Zilbeti;katuena;katuéna;;Nafarroa;Nafarra;
187711;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Zilbeti;saguen;ságuen;;Nafarroa;Nafarra;
187713;1124;Izen morfologia: izen arrunten deklinabidea;u + ren;Zornotza;katuen;katuén;;Bizkaia;Mendebaldekoa;
187717;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Ahetze;gatuen;gatúem;;Lapurdi;Nafar-Lapurtarra;
187718;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Aia;katubaren;katúbaren;;Gipuzkoa;Erdialdekoa;
187719;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Aldude;gatiain;gatiáin;;NafarroaBehera;Nafar-Lapurtarra;
187720;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Aldude;sagiain;sagiáin;;NafarroaBehera;Nafar-Lapurtarra;
187721;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Alkotz;katuen;katúem;;Nafarroa;Nafarra;
187722;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Alkotz;saguen;sagúem;;Nafarroa;Nafarra;
187723;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Altzai;gathin;gathÍn;;Zuberoa;Zuberotarra;
187724;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Altzürükü;gathian;gathían;;Zuberoa;Zuberotarra;
187725;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Amezketa;katun;kátun;;Gipuzkoa;Erdialdekoa;
187726;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Andoain;katun;katún;;Gipuzkoa;Erdialdekoa;
187727;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Aniz;katuiñ;katúiñ;;Nafarroa;Nafarra;
187728;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Aramaio;katuen;katúen;;Araba;Mendebaldekoa;
187729;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Araotz (Oñati);saguen;sagúen;;Gipuzkoa;Mendebaldekoa;
187730;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Arbizu;katuban;kátubám;;Nafarroa;Nafarra;
187732;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Armendaritze;gatuan;gatuán;;NafarroaBehera;Nafar-Lapurtarra;
187733;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Arnegi;gatiain;gatiáin;;NafarroaBehera;Nafar-Lapurtarra;
187734;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Arrangoitze;gatuiaren;gatuiarén;;Lapurdi;Nafar-Lapurtarra;
187735;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Arrasate;katuen;katúen;;Gipuzkoa;Mendebaldekoa;
187736;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Arrazola (Atxondo);katuen;katuén;;Bizkaia;Mendebaldekoa;
187737;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Arrieta;katuen;katúen;;Bizkaia;Mendebaldekoa;
187739;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Arrueta;gathiain;gathiáin;;NafarroaBehera;Nafar-Lapurtarra;
187740;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Asteasu;katuban;katúban;;Gipuzkoa;Erdialdekoa;
187741;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Ataun;katun;katún;;Gipuzkoa;Erdialdekoa;
187742;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Azkaine;gatuen;gatúen;;Lapurdi;Nafar-Lapurtarra;
187743;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Azkoitia;katuen;katúen;;Gipuzkoa;Erdialdekoa;
187744;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Azpeitia;katuben;katúben;;Gipuzkoa;Erdialdekoa;
187745;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Baigorri;gatiaren;gatiarén;;NafarroaBehera;Nafar-Lapurtarra;
187746;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Bakio;katuen;katuen;;Bizkaia;Mendebaldekoa;
187747;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Bardoze;gathian;gathián;;Lapurdi;Nafar-Lapurtarra;
187748;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Bardoze;gathian;gathian;;Lapurdi;Nafar-Lapurtarra;
187749;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Barkoxe;gathiain;gathiáin;;Zuberoa;Zuberotarra;
187750;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Bastida;gathüan;gathüán;;NafarroaBehera;Nafar-Lapurtarra;
187751;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Beasain;katuun;katúun;;Gipuzkoa;Erdialdekoa;
187752;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Behorlegi;gatiain;gatiáin;;NafarroaBehera;Nafar-Lapurtarra;
187753;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Beizama;katun;katún;;Gipuzkoa;Erdialdekoa;
187754;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Bergara;katuan;katuán;;Gipuzkoa;Mendebaldekoa;
187755;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Bermeo;saguen;saguén;;Bizkaia;Mendebaldekoa;
187756;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Berriz;katuen;katúen;;Bizkaia;Mendebaldekoa;
187757;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Beruete;katun;kátun;;Nafarroa;Nafarra;
187758;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Beskoitze;gatuyan;gatuyán;;Lapurdi;Nafar-Lapurtarra;
187759;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Bidarrai;gathuaren;gathúaren;;NafarroaBehera;Nafar-Lapurtarra;
187761;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Busturia;katun;katun;;Bizkaia;Mendebaldekoa;
187762;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Deba;katuen;katúen;;Gipuzkoa;Mendebaldekoa;
187763;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Dima;katuen;katúen;;Bizkaia;Mendebaldekoa;
187764;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Dima;katuen;katúen;;Bizkaia;Mendebaldekoa;
187765;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Domintxaine;gathien;gathién;;Zuberoa;Zuberotarra;
187766;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Donamaria;kattuna;kattúna;;Nafarroa;Nafarra;
187767;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Donamaria;kattun;kattún;;Nafarroa;Nafarra;
187768;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Donibane Lohizune;gatuen;gatúen;;Lapurdi;Nafar-Lapurtarra;
187770;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Dorrao / Torrano;katubein;kátubein;;Nafarroa;Nafarra;
187772;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Elantxobe;katun;katun;;Bizkaia;Mendebaldekoa;
187773;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Elduain;katun;katún;;Gipuzkoa;Erdialdekoa;
187774;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Elgoibar;katuan;katúan;;Gipuzkoa;Mendebaldekoa;
187775;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Elorrio;katuen;katúen;;Bizkaia;Mendebaldekoa;
187777;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Errezil;katun;katún;;Gipuzkoa;Erdialdekoa;
187778;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Errigoiti;katuen;katúén;;Bizkaia;Mendebaldekoa;
187779;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Eskiula;gathien;gathíem;;Zuberoa;Zuberotarra;
187780;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Etxalar;katuan;katúan;;Nafarroa;Nafarra;
187781;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Etxaleku;katuen;kátuem;;Nafarroa;Nafarra;
187782;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Etxarri (Larraun);katun;katún;;Nafarroa;Nafarra;
187783;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Etxarri (Larraun);katun;katún;;Nafarroa;Nafarra;
187784;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Etxarri (Larraun);katun;katún;;Nafarroa;Nafarra;
187787;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Eugi;gatuen;gátuem;;Nafarroa;Nafarra;
187788;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Ezkio-Itsaso;katun;kátún;;Gipuzkoa;Erdialdekoa;
187789;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Ezkio-Itsaso;katun;katún;;Gipuzkoa;Erdialdekoa;
187790;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Ezkurra;katun;katún;;Nafarroa;Nafarra;
187791;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Ezterenzubi;gatiain;gatiáin;;NafarroaBehera;Nafar-Lapurtarra;
187792;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Gaintza;katuen;katúen;;Nafarroa;Nafarra;
187793;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Gamarte;gatiain;gatiáin;;NafarroaBehera;Nafar-Lapurtarra;
187794;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Gamiz-Fika;katuen;katúen;;Bizkaia;Mendebaldekoa;
187795;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Gamiz-Fika;katuen;katúen;;Bizkaia;Mendebaldekoa;
187796;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Garrüze;gathiain;gathiáin;;NafarroaBehera;Nafar-Lapurtarra;
187797;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Getaria;katuen;katúen;;Gipuzkoa;Erdialdekoa;
187798;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Getaria;katuaren;katúaren;;Gipuzkoa;Erdialdekoa;
187799;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Getxo;katun;katun;;Bizkaia;Mendebaldekoa;
187800;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Getxo;katun;katun;;Bizkaia;Mendebaldekoa;
187801;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Gizaburuaga;katun;katún;;Bizkaia;Mendebaldekoa;
187802;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Goizueta;katun;katún;;Nafarroa;Nafarra;
187803;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Hazparne;gathüan;gath´üan;;Lapurdi;Nafar-Lapurtarra;
187804;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Hendaia;katuen;katuén;;Lapurdi;Nafar-Lapurtarra;
187806;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Hondarribia;katuaren;katúarem;;Gipuzkoa;Erdialdekoa;
187807;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Ibarruri (Muxika);katuen;katuén;;Bizkaia;Mendebaldekoa;
187808;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Igoa;katun;kátun;;Nafarroa;Nafarra;
187809;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Ikaztegieta;katun;katúm;;Gipuzkoa;Erdialdekoa;
187810;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Irisarri;gatiain;gatiáin;;NafarroaBehera;Nafar-Lapurtarra;
187811;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Itsasu;gatuaren;gatúarén;;Lapurdi;Nafar-Lapurtarra;
187812;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Izturitze;gathuaren;gathúaren;;NafarroaBehera;Nafar-Lapurtarra;
187813;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Jaurrieta;gatuaren;gatuárem;;Nafarroa;Nafarra;
187814;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Jutsi;gatiain;gatiain;;NafarroaBehera;Nafar-Lapurtarra;
187815;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Kortezubi;katuen;katuen;;Bizkaia;Mendebaldekoa;
187816;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Landibarre;gatiain;gatíain;;NafarroaBehera;Nafar-Lapurtarra;
187817;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Larrabetzu;katuen;katuém;;Bizkaia;Mendebaldekoa;
187818;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Larrabetzu;katuen;katuén;;Bizkaia;Mendebaldekoa;
187819;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Larraine;gathian;gathían;;Zuberoa;Zuberotarra;
187820;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Larzabale;gathiain;gathiáin;;NafarroaBehera;Nafar-Lapurtarra;
187822;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Laukiz;katun;katum;;Bizkaia;Mendebaldekoa;
187823;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Laukiz;katun;katun;;Bizkaia;Mendebaldekoa;
187824;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Laukiz;katun;katun;;Bizkaia;Mendebaldekoa;
187825;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Legazpi;katun;katum;;Gipuzkoa;Erdialdekoa;
187826;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Leintz Gatzaga;katuen;katúen;;Gipuzkoa;Mendebaldekoa;
187827;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Leioa;katuen;katúen;;Bizkaia;Mendebaldekoa;
187828;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Leioa;katun;katún;;Bizkaia;Mendebaldekoa;
187829;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Leitza;katun;katún;;Nafarroa;Nafarra;
187830;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Lekaroz;katuiñ;katúiñ;;Nafarroa;Nafarra;
187831;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Lekeitio;sagun;sagun;;Bizkaia;Mendebaldekoa;
187832;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Lemoa;katuen;katuén;;Bizkaia;Mendebaldekoa;
187833;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Lemoiz;katun;katun;;Bizkaia;Mendebaldekoa;
187834;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Luzaide / Valcarlos;gatiaren;gatíaren;;Nafarroa;Nafarra;
187835;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Makea;gattuan;gattuán;;Lapurdi;Nafar-Lapurtarra;
187836;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Mañaria;katuen;katuén;;Bizkaia;Mendebaldekoa;
187837;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Mendaro;katuan;katúan;;Gipuzkoa;Mendebaldekoa;
187838;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Mendata;katuen;katuen;;Bizkaia;Mendebaldekoa;
187841;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Montori;gathian;gathían;;Zuberoa;Zuberotarra;
187842;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Montori;larrian;lárrian;;Zuberoa;Zuberotarra;
187843;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Mugerre;gathüian;gathüian;;Lapurdi;Nafar-Lapurtarra;
187844;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Mugerre;sabuian;sabuian;;Lapurdi;Nafar-Lapurtarra;
187845;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Mungia;katuen;katuén;;Bizkaia;Mendebaldekoa;
187846;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Oderitz;katun;kátun;;Nafarroa;Nafarra;
187847;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Oiartzun;katuaren;kátuaren;;Gipuzkoa;Erdialdekoa;
187848;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Oñati;saguen;sagúen;;Gipuzkoa;Mendebaldekoa;
187849;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Ondarroa;katun;katún;;Bizkaia;Mendebaldekoa;
187850;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Orexa;katuen;kátuen;;Gipuzkoa;Erdialdekoa;
187851;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Orexa;katuen;katuén;;Gipuzkoa;Erdialdekoa;
187852;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Orio;katuben;katúben;;Gipuzkoa;Erdialdekoa;
187853;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Orozko;katun;katúm;;Bizkaia;Mendebaldekoa;
187854;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Orozko;katuen;katuém;;Bizkaia;Mendebaldekoa;
187855;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Otxandio;katun;katúm;;Bizkaia;Mendebaldekoa;
187856;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Pagola;gathiain;gathiáin;;Zuberoa;Zuberotarra;
187857;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Pasaia;katuen;kátuén;;Gipuzkoa;Erdialdekoa;
187858;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Santa Grazi;gathien;gathíen;;Zuberoa;Zuberotarra;
187859;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Santa Grazi;gathien;gathién;;Zuberoa;Zuberotarra;
187860;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Santa Grazi;sagien;sagién;;Zuberoa;Zuberotarra;
187861;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Sara;gatuan;gatuán;;Lapurdi;Nafar-Lapurtarra;
187862;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Senpere;gatuain;gatúain;;Lapurdi;Nafar-Lapurtarra;
187863;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Sohüta;gathien;gáthien;;Zuberoa;Zuberotarra;
187864;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Sondika;saguen;saguén;;Bizkaia;Mendebaldekoa;
187865;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Suarbe;katuen;katuén;;Nafarroa;Nafarra;
187866;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Suarbe;katuen;katúen;;Nafarroa;Nafarra;
187867;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Sunbilla;katuun;katúuna;;Nafarroa;Nafarra;
187868;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Tolosa;katun;katún;;Gipuzkoa;Erdialdekoa;
187869;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Uharte Garazi;gatiain;gatiáin;;NafarroaBehera;Nafar-Lapurtarra;
187870;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Urdiain;katuin;kátuim;;Nafarroa;Nafarra;
187871;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Urdiñarbe;gathiain;gathiáin;;Zuberoa;Zuberotarra;
187872;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Urketa;gathuian;gathúian;;Lapurdi;Nafar-Lapurtarra;
187873;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Urretxu;katun;katún;;Gipuzkoa;Erdialdekoa;
187874;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Ürrüstoi;sagien;sagién;;Zuberoa;Zuberotarra;
187875;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Uztaritze;gatuiaren;gatuíaren;;Lapurdi;Nafar-Lapurtarra;
187876;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Zaratamo;katuen;katúen;;Bizkaia;Mendebaldekoa;
187877;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Zeanuri;katuen;katuén;;Bizkaia;Mendebaldekoa;
187878;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Zeberio;katuen;katuén;;Bizkaia;Mendebaldekoa;
187879;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Zegama;katun;katún;;Gipuzkoa;Erdialdekoa;
187880;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Zilbeti;gatuen;gátuem;;Nafarroa;Nafarra;
187881;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Zilbeti;saguen;ságuen;;Nafarroa;Nafarra;
187883;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Zornotza;katuen;katúen;;Bizkaia;Mendebaldekoa;
187884;1125;Izen morfologia: izen arrunten deklinabidea;u + aren;Zugarramurdi;gatuen;gátuem;;Nafarroa;Nafarra;
187887;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Ahetze;gatuen;gatúen;;Lapurdi;Nafar-Lapurtarra;
187888;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Aia;katun;kátún;;Gipuzkoa;Erdialdekoa;
187889;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Aldude;gatien;gatién;;NafarroaBehera;Nafar-Lapurtarra;
187890;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Alkotz;katuen;katúem;;Nafarroa;Nafarra;
187891;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Alkotz;saguen;sagúem;;Nafarroa;Nafarra;
187892;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Altzai;gathien;gathién;;Zuberoa;Zuberotarra;
187893;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Altzürükü;gathien;gathién;;Zuberoa;Zuberotarra;
187894;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Amezketa;katun;kátún;;Gipuzkoa;Erdialdekoa;
187895;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Andoain;katun;kátun;;Gipuzkoa;Erdialdekoa;
187896;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Aniz;katuiñ;katúiñ;;Nafarroa;Nafarra;
187897;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Aramaio;katuen;katúen;;Araba;Mendebaldekoa;
187898;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Araotz (Oñati);katuen;katúen;;Gipuzkoa;Mendebaldekoa;
187899;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Arbizu;katuben;kátubém;;Nafarroa;Nafarra;
187901;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Armendaritze;gatien;gatién;;NafarroaBehera;Nafar-Lapurtarra;
187902;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Arnegi;gatien;gatién;;NafarroaBehera;Nafar-Lapurtarra;
187903;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Arrangoitze;gatuien;gatuién;;Lapurdi;Nafar-Lapurtarra;
187904;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Arrasate;saguen;sagúen;;Gipuzkoa;Mendebaldekoa;
187905;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Arrazola (Atxondo);katuen;kátuen;;Bizkaia;Mendebaldekoa;
187906;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Arrieta;katuen;katúen;;Bizkaia;Mendebaldekoa;
187908;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Arrueta;gathien;gathién;;NafarroaBehera;Nafar-Lapurtarra;
187909;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Asteasu;katun;katún;;Gipuzkoa;Erdialdekoa;
187910;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Ataun;katun;katún;;Gipuzkoa;Erdialdekoa;
187911;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Azkaine;gatuen;gatuén;;Lapurdi;Nafar-Lapurtarra;
187912;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Azkoitia;katuen;kátuen;;Gipuzkoa;Erdialdekoa;
187913;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Azpeitia;katuben;kátuben;;Gipuzkoa;Erdialdekoa;
187914;1126;Izen morfologia: izen arrunten deklinabidea;u + en;Baigorri;gatien;gatién;;NafarroaBehera;Nafar-Lapurtarra;
