;Index;Tema;Pregunta;Lugar;Lema;Respuesta;Respuesta(Fon);Provincia;Dialectos;PalabraBase
183496;1100;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Uharte Garazi;zilotaik;zilótaik;;NafarroaBehera;Nafar-Lapurtarra;
183497;1100;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Urdiain;zulotatik;zúlotatík;;Nafarroa;Nafarra;
183498;1100;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Urdiñarbe;zuluetaik;zilhúetaik;;Zuberoa;Zuberotarra;
183499;1100;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Urketa;zilutaik;zilútaik;;Lapurdi;Nafar-Lapurtarra;
183500;1100;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Urretxu;itxasotati;itxásotati;;Gipuzkoa;Erdialdekoa;
183501;1100;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Urretxu;itxásoetatik;itxásoetatig;;Gipuzkoa;Erdialdekoa;
183502;1100;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ürrüstoi;zuloetaik;xilhóetáik;;Zuberoa;Zuberotarra;
183503;1100;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Uztaritze;zilotarik;zilotárik;;Lapurdi;Nafar-Lapurtarra;
183504;1100;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zaratamo;zuloetati;sulóetati;;Bizkaia;Mendebaldekoa;
183505;1100;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zaratamo;itzásotik;itzásotik;;Bizkaia;Mendebaldekoa;
183506;1100;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zeanuri;zuloetati;itzésoetati;;Bizkaia;Mendebaldekoa;
183507;1100;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zeberio;zuloetati;itzásoetati;;Bizkaia;Mendebaldekoa;
183508;1100;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zegama;itxasotati;itxásotatí;;Gipuzkoa;Erdialdekoa;
183509;1100;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zilbeti;zuloetaik;ziloétaik;;Nafarroa;Nafarra;
183511;1100;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zornotza;zuluetatik;sulúetatik;;Bizkaia;Mendebaldekoa;
183512;1100;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zugarramurdi;zuloetaik;zíloetaik;;Nafarroa;Nafarra;
183517;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ahetze;zilotarat;zilótarát;;Lapurdi;Nafar-Lapurtarra;
183518;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Aia;itxasota;itxásota;;Gipuzkoa;Erdialdekoa;
183519;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Aldude;zulotara;zilotará;;NafarroaBehera;Nafar-Lapurtarra;
183520;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Aldude;itxasotara;itsásotara;;NafarroaBehera;Nafar-Lapurtarra;
183521;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Alkotz;zulotara;zulótara;;Nafarroa;Nafarra;
183522;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Altzai;zilotat;xilhotát;;Zuberoa;Zuberotarra;
183523;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Altzai;itxasotat;itxasotát;;Zuberoa;Zuberotarra;
183524;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Altzürükü;zulota;zilhóta;;Zuberoa;Zuberotarra;
183525;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Amezketa;itxasota;itxásotá;;Gipuzkoa;Erdialdekoa;
183526;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Andoain;zulota;zulóta;;Gipuzkoa;Erdialdekoa;
183527;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Aniz;itxasotara;itsásotara;;Nafarroa;Nafarra;
183528;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Aniz;itxasora;itsasora;;Nafarroa;Nafarra;
183529;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Aramaio;itxasota;itxasóta;;Araba;Mendebaldekoa;
183530;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Araotz (Oñati);zulotara;sulótara;;Gipuzkoa;Mendebaldekoa;
183531;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arbizu;zulotaa;zulótaa;;Nafarroa;Nafarra;
183533;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Armendaritze;xilóetat;xilóetat;;NafarroaBehera;Nafar-Lapurtarra;
183534;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arnegi;zilotaat;zilótaat;;NafarroaBehera;Nafar-Lapurtarra;
183535;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arrangoitze;zilotarat;zilótarát;;Lapurdi;Nafar-Lapurtarra;
183536;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arrasate;itxasota;itxésota;;Gipuzkoa;Mendebaldekoa;
183537;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arrazola (Atxondo);itxasotara;etxásotara;;Bizkaia;Mendebaldekoa;
183538;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arrieta;itxasotara;itxosótará;;Bizkaia;Mendebaldekoa;
183540;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arrueta;zilotat;zílotát;;NafarroaBehera;Nafar-Lapurtarra;
183541;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Asteasu;itxasota;itsásota;;Gipuzkoa;Erdialdekoa;
183542;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ataun;itxasota;itxásota;;Gipuzkoa;Erdialdekoa;
183543;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Azkaine;zilotarat;zilótarát;;Lapurdi;Nafar-Lapurtarra;
183544;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Azkoitia;itxasota;itxésota;;Gipuzkoa;Erdialdekoa;
183545;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Azpeitia;itxasota;itxásota;;Gipuzkoa;Erdialdekoa;
183546;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Bakio;itxasotara;itxosótara;;Bizkaia;Mendebaldekoa;
183547;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Bardoze;xilhóetat;xilhóetat;;Lapurdi;Nafar-Lapurtarra;
183548;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Barkoxe;zilotat;xilhotát;;Zuberoa;Zuberotarra;
183549;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Bastida;zulota;zilhotá;;NafarroaBehera;Nafar-Lapurtarra;
183550;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Beasain;itxasota;itxásota;;Gipuzkoa;Erdialdekoa;
183551;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Behorlegi;itsásotáa;itsásotáa;;NafarroaBehera;Nafar-Lapurtarra;
183552;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Beizama;itxasota;itxásota;;Gipuzkoa;Erdialdekoa;
183553;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Bergara;itxasota;itxesotá;;Gipuzkoa;Mendebaldekoa;
183554;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Bermeo;itxasotara;itxósotara;;Bizkaia;Mendebaldekoa;
183555;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Berriz;itxasora;itxósora;;Bizkaia;Mendebaldekoa;
183556;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Beruete;itxasota;itxásota;;Nafarroa;Nafarra;
183557;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Beskoitze;zilotaat;zilótaat;;Lapurdi;Nafar-Lapurtarra;
183558;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Bidarrai;zulotara;zilótara;;NafarroaBehera;Nafar-Lapurtarra;
183560;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Busturia;itxasora;itxásora;;Bizkaia;Mendebaldekoa;
183561;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Deba;itxasotara;itxásotará;;Gipuzkoa;Mendebaldekoa;
183562;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Dima;itxasora;itzosóra;;Bizkaia;Mendebaldekoa;
183563;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Dima;itxasotara;itzósotara;;Bizkaia;Mendebaldekoa;
183564;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Domintxaine;xilhotalat;xilhotalát;;Zuberoa;Zuberotarra;
183565;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Donamaria;zulotara;zolótara;;Nafarroa;Nafarra;
183566;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Donibane Lohizune;zulota;xillotá;;Lapurdi;Nafar-Lapurtarra;
183568;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Dorrao / Torrano;itxasota;itxésota;;Nafarroa;Nafarra;
183570;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Elantxobe;itxasotara;itxasótara;;Bizkaia;Mendebaldekoa;
183571;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Elduain;itxasota;itsásota;;Gipuzkoa;Erdialdekoa;
183572;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Elduain;zulota;zuluta;;Gipuzkoa;Erdialdekoa;
183573;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Elgoibar;itxasota;itxásota;;Gipuzkoa;Mendebaldekoa;
183574;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Elorrio;itxasotara;itxásotara;;Bizkaia;Mendebaldekoa;
183576;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Errezil;itxasota;itxásota;;Gipuzkoa;Erdialdekoa;
183577;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Errigoiti;zulora;sillorá;;Bizkaia;Mendebaldekoa;
183578;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Errigoiti;itxasora;itxosorá;;Bizkaia;Mendebaldekoa;
183579;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Eskiula;zilotat;txilhOUtát;;Zuberoa;Zuberotarra;
183580;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Eskiula;itxasotat;itxasótat;;Zuberoa;Zuberotarra;
183581;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Etxalar;itxasotara;isásotara;;Nafarroa;Nafarra;
183582;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Etxaleku;zulota;zulóta;;Nafarroa;Nafarra;
183583;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Etxarri (Larraun);itxasota;itxásota;;Nafarroa;Nafarra;
183586;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Eugi;itxasotara;itsésotara;;Nafarroa;Nafarra;
183587;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ezkio-Itsaso;itxasota;itxásota;;Gipuzkoa;Erdialdekoa;
183588;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ezkurra;zulota;zulóta;;Nafarroa;Nafarra;
183589;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ezterenzubi;zulotaa;zilótaa;;NafarroaBehera;Nafar-Lapurtarra;
183590;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Gaintza;zulotaa;zulótaá;;Nafarroa;Nafarra;
183591;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Gamarte;zilotaat;zilotáat;;NafarroaBehera;Nafar-Lapurtarra;
183592;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Gamiz-Fika;zulotara;sillótará;;Bizkaia;Mendebaldekoa;
183593;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Gamiz-Fika;itxasora;itxósorá;;Bizkaia;Mendebaldekoa;
183594;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Garrüze;zilotat;zilotát;;NafarroaBehera;Nafar-Lapurtarra;
183595;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Getaria;itxasota;itxásota;;Gipuzkoa;Erdialdekoa;
183596;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Getxo;itxasora;itxosorá;;Bizkaia;Mendebaldekoa;
183597;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Gizaburuaga;itxasotara;itxosotára;;Bizkaia;Mendebaldekoa;
183598;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Goizueta;itxasotara;itxásotara;;Nafarroa;Nafarra;
183599;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Hazparne;ziluetáat;ziluetáat;;Lapurdi;Nafar-Lapurtarra;
183600;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Hendaia;zilotaat;xillótaat;;Lapurdi;Nafar-Lapurtarra;
183602;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ibarruri (Muxika);itxasora;itxosóra;;Bizkaia;Mendebaldekoa;
183603;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Igoa;itxasota;itxásota;;Nafarroa;Nafarra;
183604;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ikaztegieta;zulota;zulóta;;Gipuzkoa;Erdialdekoa;
183605;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Irisarri;zilotarat;ziluétarat;;NafarroaBehera;Nafar-Lapurtarra;
183606;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Itsasu;zulotara;zilótará;;Lapurdi;Nafar-Lapurtarra;
183607;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Izturitze;zilotaat;xilhotaát;;NafarroaBehera;Nafar-Lapurtarra;
183608;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Jaurrieta;zulotra;itxásotra;;Nafarroa;Nafarra;
183609;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Jutsi;zilotarat;zilhotarát;;NafarroaBehera;Nafar-Lapurtarra;
183610;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Kortezubi;zulotara;sulotára;;Bizkaia;Mendebaldekoa;
183611;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Landibarre;zulotaa;zilótaa;;NafarroaBehera;Nafar-Lapurtarra;
183612;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Larrabetzu;itxasotara;itxósotara;;Bizkaia;Mendebaldekoa;
183613;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Larraine;zulotaa;xilhotaá;;Zuberoa;Zuberotarra;
183614;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Larraine;itxasotaat;itsasotaát;;Zuberoa;Zuberotarra;
183615;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Larzabale;zilotat;zilhotát;;NafarroaBehera;Nafar-Lapurtarra;
183616;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Larzabale;itsasoetát;itsasoetát;;NafarroaBehera;Nafar-Lapurtarra;
183618;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Laukiz;zulora;sulora;;Bizkaia;Mendebaldekoa;
183619;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Laukiz;itxasora;itxosóra;;Bizkaia;Mendebaldekoa;
183620;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Legazpi;zulotara;zulotara;;Gipuzkoa;Erdialdekoa;
183621;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Leintz Gatzaga;zulotara;itxasútara;;Gipuzkoa;Mendebaldekoa;
183622;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Leioa;itxasora;itxosóra;;Bizkaia;Mendebaldekoa;
183623;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Leitza;zulotara;zulótara;;Nafarroa;Nafarra;
183624;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Lekaroz;zulotara;zulótara;;Nafarroa;Nafarra;
183625;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Lekeitio;itxasotara;itxasótara;;Bizkaia;Mendebaldekoa;
183626;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Lemoa;zulora;silóra;;Bizkaia;Mendebaldekoa;
183627;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Lemoa;itxasotara;itxósotara;;Bizkaia;Mendebaldekoa;
183628;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Lemoa;itxasora;itxosóra;;Bizkaia;Mendebaldekoa;
183629;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Lemoiz;itxasora;itxosóra;;Bizkaia;Mendebaldekoa;
183630;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Luzaide / Valcarlos;zulotara;zilótara;;Nafarroa;Nafarra;
183631;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Makea;zulotaa;zilótaa;;Lapurdi;Nafar-Lapurtarra;
183632;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Mañaria;itxasotara;itxasótará;;Bizkaia;Mendebaldekoa;
183633;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Mendaro;itxasota;itxásota;;Gipuzkoa;Mendebaldekoa;
183634;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Mendata;itxasora;itxosóra;;Bizkaia;Mendebaldekoa;
183636;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Montori;zilotat;txilhotát;;Zuberoa;Zuberotarra;
183637;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Mugerre;zulotaa;zilhotaa;;Lapurdi;Nafar-Lapurtarra;
183638;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Mungia;itxasotara;itxosótara;;Bizkaia;Mendebaldekoa;
183639;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Oderitz;itxasota;itxásota;;Nafarroa;Nafarra;
183640;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Oderitz;zulotara;zulótara;;Nafarroa;Nafarra;
183641;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Oiartzun;itxasota;itxásota;;Gipuzkoa;Erdialdekoa;
183642;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Oñati;itxasota;itxásota;;Gipuzkoa;Mendebaldekoa;
183643;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ondarroa;itxasota;itxasotá;;Bizkaia;Mendebaldekoa;
183644;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Orexa;itxasota;ittásota;;Gipuzkoa;Erdialdekoa;
183645;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Orio;itxasota;itxásota;;Gipuzkoa;Erdialdekoa;
183646;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Orozko;itxasora;itxásora;;Bizkaia;Mendebaldekoa;
183647;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Otxandio;itxasota;itzasóta;;Bizkaia;Mendebaldekoa;
183648;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Pagola;zilotat;xilhotát;;Zuberoa;Zuberotarra;
183649;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Pasaia;itxasota;itzásota;;Gipuzkoa;Erdialdekoa;
183650;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Santa Grazi;zulota;xilhúta;;Zuberoa;Zuberotarra;
183651;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Sara;zulota;zilotá;;Lapurdi;Nafar-Lapurtarra;
183652;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Senpere;zulota;zilótá;;Lapurdi;Nafar-Lapurtarra;
183653;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Senpere;itxasota;itxásotá;;Lapurdi;Nafar-Lapurtarra;
183654;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Sohüta;zulota;xilhotá;;Zuberoa;Zuberotarra;
183655;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Sondika;itxasotara;itzosótara;;Bizkaia;Mendebaldekoa;
183656;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Suarbe;zulotara;zulotára;;Nafarroa;Nafarra;
183657;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Suarbe;itxasotara;itxésotará;;Nafarroa;Nafarra;
183658;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Sunbilla;itsásoa;itsásoa;;Nafarroa;Nafarra;
183659;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Sunbilla;itxasotara;tsásotara;;Nafarroa;Nafarra;
183660;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Tolosa;itxasota;itxásota;;Gipuzkoa;Erdialdekoa;
183661;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Uharte Garazi;zilotaat;tzilotaát;;NafarroaBehera;Nafar-Lapurtarra;
183662;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Urdiain;basotá;basotá;;Nafarroa;Nafarra;
183663;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Urdiñarbe;zulota;zilhotá;;Zuberoa;Zuberotarra;
183664;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Urketa;zilotat;zilotat;;Lapurdi;Nafar-Lapurtarra;
183665;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Urretxu;itxasota;itxásota;;Gipuzkoa;Erdialdekoa;
183666;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ürrüstoi;itxasotaat;itxasotáat;;Zuberoa;Zuberotarra;
183667;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ürrüstoi;itxasotaat;itxasetáat;;Zuberoa;Zuberotarra;
183668;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Uztaritze;zilotarat;zílotarát;;Lapurdi;Nafar-Lapurtarra;
183669;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Uztaritze;itsásotarát;itsásotarát;;Lapurdi;Nafar-Lapurtarra;
183670;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zaratamo;itxasora;itzásorá;;Bizkaia;Mendebaldekoa;
183671;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zaratamo;itxasotara;itzásotará;;Bizkaia;Mendebaldekoa;
183672;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zeanuri;itxasotara;itzesótara;;Bizkaia;Mendebaldekoa;
183673;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zeberio;itxasotara;itzasótara;;Bizkaia;Mendebaldekoa;
183674;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zegama;itxasota;itxásota;;Gipuzkoa;Erdialdekoa;
183675;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zilbeti;zulotara;zilotára;;Nafarroa;Nafarra;
183677;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zornotza;zulotara;sulótara;;Bizkaia;Mendebaldekoa;
183678;1101;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Zugarramurdi;itxasota;itsásotá;;Nafarroa;Nafarra;
183682;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ahetze;itsasorat;itsásorát;;Lapurdi;Nafar-Lapurtarra;
183683;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ahetze;zilorat;zilórat;;Lapurdi;Nafar-Lapurtarra;
183684;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Ahetze;itxasoari buruz;zilóari burúz;;Lapurdi;Nafar-Lapurtarra;
183685;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Aia;itxasora;itxásora;;Gipuzkoa;Erdialdekoa;
183686;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Aldude;itsasora;itsasóra;;NafarroaBehera;Nafar-Lapurtarra;
183687;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Aldude;zulora;zilóra;;NafarroaBehera;Nafar-Lapurtarra;
183688;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Alkotz;itsasora;itsésorá;;Nafarroa;Nafarra;
183689;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Alkotz;zulora;zulóra;;Nafarroa;Nafarra;
183690;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Altzai;itsasulat;itxasúlat;;Zuberoa;Zuberotarra;
183691;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Altzai;xilhula;khampúla;;Zuberoa;Zuberotarra;
183692;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Altzürükü;itsasulat;itxásulát;;Zuberoa;Zuberotarra;
183693;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Altzürükü;zilhula;aizúla;;Zuberoa;Zuberotarra;
183694;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Altzürükü;zilhula;aizúl;;Zuberoa;Zuberotarra;
183695;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Altzürükü;xilhula;súla;;Zuberoa;Zuberotarra;
183696;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Amezketa;itxasoa;itsásoá;;Gipuzkoa;Erdialdekoa;
183697;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Andoain;itxasoa;itsásoa;;Gipuzkoa;Erdialdekoa;
183698;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Aniz;itsasora;itsásora;;Nafarroa;Nafarra;
183699;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Aramaio;itxasora;itxesóra;;Araba;Mendebaldekoa;
183700;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Araotz (Oñati);itxasora;itxásora;;Gipuzkoa;Mendebaldekoa;
183701;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Arbizu;zulora;zulóra;;Nafarroa;Nafarra;
183704;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Armendaritze;itxasorat;itxásorat;;NafarroaBehera;Nafar-Lapurtarra;
183705;1102;Izen morfologia: izen arrunten deklinabide;#¿NOMBRE?;Armendaritze;ziloat;ziloát;;NafarroaBehera;Nafar-Lapurtarra;
